Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2011,2012,2013,2014,2015,2016,2017,2018,2019,2021,2022,2023 DraftKings,2023 Odds,Bookmaker,New Account Offer,2023 Result
Sahith Theegala,39,6,-,14,74,-,31,-,9,5,23^^,-,-,-,-,-,-,-,-,-,-,-,-,-,8200,45/1,Bet 365,Further details,56
Shane Lowry,MC,14,5,67,35,-,31,-,16,67,-,-,-,-,-,-,-,-,MC,24,34,-,65,-,8100,55/1,Bet 365,Further details,MC
Brian Harman,42,MC,-,MC,44,MC,17,-,MC,7,-,-,-,-,57,10,65,MC,35,1,74,24,18,9,8000,50/1,Bet 365,Further details,MC
Tommy Fleetwood,MC,20,-,61,27,3,52,-,33,15,-,-,-,-,-,-,-,-,-,-,MC,-,14,-,8000,45/1,Bet 365,Further details,5
Corey Conners,50,61,-,21,MC,-,17,1,MC,31,-,-,-,-,-,-,-,MC,-,-,42,-,43,21,7900,55/1,Bet 365,Further details,8
Matt Kuchar,32,8,MC,-,MC,-,9,3,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,49,7900,75/1,Bet 365,Further details,23
Wyndham Clark,10,33,-,34,27,5,6,-,-,29,3^^,24,-,-,-,-,-,-,-,-,-,MC,43,-,7800,60/1,Bet 365,Further details,1
Keith Mitchell,42,5,-,24,35,-,52,-,53,MC,6^^,-,-,-,-,-,-,-,-,-,34,8,3,MC,7800,60/1,Bet 365,Further details,59
Keegan Bradley,20,MC,-,10,MC,-,28,-,23,48,-,-,-,MC,MC,-,-,-,-,-,76,MC,18,2,7700,60/1,Bet 365,Further details,35
Siwoo Kim,23,MC,-,39,27,-,17,39,29,MC,7^^,-,-,-,-,-,-,-,MC,-,-,-,-,37,7700,70/1,Bet 365,Further details,43
Gary Woodland,42,9,-,MC,54,45,-,-,14,31,-,39,-,68,-,61,18,4,24,-,MC,WD,5,MC,7600,90/1,Bet 365,Further details,14
Taylor Moore,14,MC,-,39,35,1,-,-,39,11,4^^,-,-,-,-,-,-,-,-,-,-,-,-,64,7600,80/1,Bet 365,Further details,27
Taylor Montgomery,MC,MC,-,39,44,-,17,22,-,MC,19^^,-,-,-,-,-,-,-,-,-,-,-,-,-,7600,80/1,Bet 365,Further details,MC
Patrick Rodgers,14,MC,-,MC,MC,36,MC,5,-,19,-,10,-,-,-,-,-,2,MC,MC,34,-,37,-,7500,100/1,Bet 365,Further details,MC
Chris Kirk,MC,-,1,39,MC,-,52,10,23,41,-,-,-,MC,57,50,30,-,-,71,-,-,-,-,7500,80/1,Bet 365,Further details,56
Davis Riley,MC,-,29,8,MC,19,28,WD,-,MC,1^^,-,-,-,-,-,-,-,-,-,-,-,-,-,7500,110/1,Bet 365,Further details,MC
Cameron Davis,-,MC,MC,MC,6,-,17,MC,-,7,-,-,-,-,-,-,-,-,-,-,-,MC,26,MC,7500,110/1,Bet 365,Further details,59
Emiliano Grillo,MC,67,-,39,MC,-,70,53,-,7,-,5,-,-,-,-,-,-,61,42,9,-,14,-,7400,125/1,Bet 365,Further details,23
Denny McCarthy,MC,14,MC,-,13,19,52,-,-,25,11^^,-,-,-,-,-,-,-,-,-,MC,MC,MC,25,7400,100/1,Bet 365,Further details,8
Adam Hadwin,10,66,-,MC,13,MC,31,-,-,MC,2^^,-,-,-,-,-,-,MC,61,-,16,38,MC,-,7400,100/1,Bet 365,Further details,MC
