Player,12,11,10,9,8,7,6,5,4,3,2,1,-,2012,2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024 DraftKings,2024 Odds,Bookmaker,New Account Offer,2024 Result
Justin Suh,-,-,-,-,MC,MC,77,-,22,-,MC,MC,-,-,-,-,-,-,-,-,MC,35,-,-,8300,40/1,Bet 365,Further details,MC
Cameron Champ,-,-,-,-,MC,MC,MC,-,MC,-,24,MC,-,-,-,-,-,-,-,-,-,-,-,-,8200,40/1,Bet 365,Further details,MC
Samuel Stevens,-,-,-,-,24,65,43,-,28,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,15,8100,40/1,Bet 365,Further details,18
Nicolas Echavarria,-,-,-,25,66,65,MC,-,MC,-,24,21,-,-,-,-,-,-,-,-,-,-,-,1,8000,40/1,Bet 365,Further details,15
Harry Hall,-,-,-,-,42,MC,MC,-,41,-,33,MC,-,-,-,-,-,-,-,-,-,-,-,7,7900,45/1,Bet 365,Further details,49
Garrick Higgo,-,-,-,-,80,MC,MC,-,49,-,60,16,-,-,-,-,-,-,-,-,-,-,-,-,7800,45/1,Bet 365,Further details,32
Jacob Bridgeman,-,-,-,-,MC,39,70,-,-,-,MC,28,-,-,-,-,-,-,-,-,-,-,-,-,7700,45/1,Bet 365,Further details,23
Jorge Campillo,-,-,-,-,32,56,37,MC,5,-,19,53,-,-,-,-,-,-,-,-,-,-,-,-,7600,50/1,Bet 365,Further details,MC
Seonghyeon Kim,-,-,-,-,30,MC,50,31,28,-,MC,67,-,-,-,-,-,-,-,-,-,-,-,-,7600,40/1,Bet 365,Further details,MC
Aaron Baddeley,-,-,-,-,-,MC,37,-,28,-,24,MC,-,-,-,-,-,8,-,2,-,30,28,-,7500,60/1,Bet 365,Further details,23
Alejandro Tosti,-,-,-,-,70,MC,43,-,-,-,MC,MC,-,-,-,-,-,-,-,-,-,-,MC,-,7500,55/1,Bet 365,Further details,MC
Max Greyserman,-,-,-,-,MC,56,MC,-,-,-,WD,47,-,-,-,-,-,-,-,-,-,-,-,-,7400,50/1,Bet 365,Further details,15
Erik Barnes,-,-,-,-,-,52,43,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,-,MC,7400,100/1,Bet 365,Further details,2
Henrik Norlander,-,-,-,-,-,-,-,-,20^,-,13,-,-,-,57,-,-,39,-,-,44,-,-,15,7300,50/1,Bet 365,Further details,15
Rafael Campos,-,-,-,-,-,-,20,-,35^,-,38,-,-,MC,76,29,MC,8,10,49,-,3,59,48,7300,55/1,Bet 365,Further details,18
Vincent Whaley,-,-,-,-,MC,34,MC,-,MC,-,MC,-,-,-,-,-,-,-,-,-,9,15,-,-,7200,60/1,Bet 365,Further details,18
Tyler Duncan,-,-,-,-,65,34,MC,-,53,-,MC,MC,-,-,-,-,-,-,-,62,-,-,35,-,7200,60/1,Bet 365,Further details,23
Matthias Schmid,4,-,-,-,MC,MC,MC,-,MC,-,MC,MC,-,-,-,-,-,-,-,-,-,-,-,-,7100,80/1,Bet 365,Further details,10
Nicholas Lindheim,-,-,-,-,-,MC,MC,-,-,-,-,MC,-,-,-,-,-,-,32,-,-,-,-,-,7100,66/1,Bet 365,Further details,MC
Jimmy Stanger,-,-,-,-,MC,14,MC,-,-,-,38,35,-,-,-,-,-,-,-,-,-,-,-,-,7000,60/1,Bet 365,Further details,6
Aaron Wise,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7000,60/1,Bet 365,Further details,MC
MJ Daffue,-,-,-,-,-,63,-,-,-,-,65,-,-,-,-,-,-,-,-,-,52,-,-,64,6900,150/1,Bet 365,Further details,MC
Chandler Phillips,-,-,-,-,57,25,76,-,-,-,24,WD,-,-,-,-,-,-,-,-,MC,-,-,-,6900,66/1,Bet 365,Further details,MC
Brice Garnett,-,-,-,-,-,-,MC^,MC^,51^,-,-,-,-,-,-,72,38,26,-,-,20,5,7,48,6800,150/1,Bet 365,Further details,1
Martin Trainer,-,-,-,-,74,-,MC^,MC^,8^,-,19,5^,-,-,-,-,-,-,-,1,MC,MC,MC,64,6800,60/1,Bet 365,Further details,MC
Joel Dahmen,-,-,-,-,72,MC,MC,-,41,-,-,MC,-,-,-,-,-,-,80,-,-,-,-,-,6800,66/1,Bet 365,Further details,49
Martin Laird,-,-,-,-,MC,MC,MC,-,53,-,-,9,-,-,-,-,-,-,-,-,6,-,-,-,6700,66/1,Bet 365,Further details,10
Austin Smotherman,-,-,-,-,-,-,4^,-,MC^,-,52,-,-,-,-,-,-,-,-,-,-,-,55,-,6700,70/1,Bet 365,Further details,68
Taiga Semikawa,-,-,-,-,30,MC,64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6700,70/1,Bet 365,Further details,49
Josh Teater,-,-,-,-,MC,MC,MC,-,-,-,MC,-,-,-,39,-,38,-,-,MC,2,22,22,29,6600,100/1,Bet 365,Further details,61
Marty Dou Zecheng,-,-,-,-,-,-,-,MC^,MC^,-,-,-,-,-,-,-,-,-,-,-,-,-,-,MC,6600,160/1,Bet 365,Further details,32
Ben Martin,-,-,-,-,MC,56,37,-,MC,-,-,MC,-,-,-,3,-,-,-,-,14,73,MC,-,6600,66/1,Bet 365,Further details,42
David Skinns,-,-,-,-,MC,MC,MC,-,-,-,MC,4,-,-,-,29,-,-,-,-,-,-,MC,-,6500,66/1,Bet 365,Further details,67
Ryan Armour,-,-,-,-,-,-,38^,MC^,-,-,-,-,-,-,-,-,38,-,49,-,-,-,MC,61,6500,300/1,Bet 365,Further details,MC
